timestamp,temp_abs_0,temp_rel_0,temp_abs_1,temp_rel_1
2026-05-27T16:00:17.649764,24.16, -0.32, 23.53, -0.43
2026-05-27T16:00:18.651873,24.16, 0.17, 23.53, -0.43
2026-05-27T16:00:19.152667,24.16, 0.17, 23.53, -0.43
2026-05-27T16:00:19.655291,24.16, -0.32, 23.53, -0.43
2026-05-27T16:00:20.156726,24.16, -0.32, 23.53, -0.43
2026-05-27T16:00:23.688701,23.69, 0.46, 23.05, -0.01
2026-05-27T16:00:24.660815,23.69, 0.46, 23.05, -0.01
2026-05-27T16:00:25.664181,23.69, 0.46, 23.05, -0.01
2026-05-27T16:00:26.668396,23.69, 0.46, 23.05, -0.01
2026-05-27T16:00:27.671207,23.69, -0.03, 23.05, -0.01
2026-05-27T16:00:28.674652,23.69, -0.03, 23.05, -0.01
2026-05-27T16:00:29.675043,26.53, 1.93, 25.90, 1.46
2026-05-27T16:00:30.679281,28.43, 3.88, 27.32, 2.93
2026-05-27T16:00:31.677922,30.32, 5.35, 28.74, 4.39
2026-05-27T16:00:32.682668,32.22, 6.81, 29.69, 5.37
2026-05-27T16:00:33.686400,33.64, 8.28, 30.64, 6.35
2026-05-27T16:00:34.685618,35.06, 9.75, 31.58, 6.84
2026-05-27T16:00:35.689518,36.48, 10.72, 32.53, 7.81
2026-05-27T16:00:36.692926,37.43, 12.19, 33.01, 8.30
2026-05-27T16:00:37.697019,38.38, 13.17, 33.48, 9.28
2026-05-27T16:00:38.700314,39.33, 13.66, 34.43, 9.28
2026-05-27T16:00:39.704175,40.28, 14.63, 34.90, 10.26
2026-05-27T16:00:40.703680,40.75, 15.61, 34.90, 10.75
2026-05-27T16:00:41.707926,41.70, 16.10, 35.85, 10.75
2026-05-27T16:00:42.710720,42.65, 16.59, 35.85, 11.23
2026-05-27T16:00:43.714418,43.12, 17.57, 36.32, 11.72
2026-05-27T16:00:44.719238,43.59, 18.06, 36.80, 12.21
2026-05-27T16:00:45.718502,44.54, 18.55, 36.80, 12.21
2026-05-27T16:00:46.721401,45.02, 19.03, 37.27, 12.70
2026-05-27T16:00:47.725551,45.49, 19.52, 37.75, 13.19
2026-05-27T16:00:48.729247,45.49, 20.01, 37.75, 13.19
2026-05-27T16:00:49.729607,45.96, 20.50, 37.75, 13.19
2026-05-27T16:00:50.733433,46.44, 20.99, 38.22, 13.19
2026-05-27T16:00:51.736533,47.38, 20.99, 38.22, 13.68
2026-05-27T16:00:52.740095,47.38, 21.48, 38.69, 13.68
2026-05-27T16:00:53.739952,47.86, 21.97, 38.69, 14.17
2026-05-27T16:00:54.743402,47.86, 21.97, 39.17, 14.17
2026-05-27T16:00:55.747168,48.33, 22.46, 39.17, 14.66
2026-05-27T16:00:56.751524,48.33, 22.94, 39.17, 14.66
2026-05-27T16:00:57.750732,48.81, 22.94, 39.17, 14.66
2026-05-27T16:00:58.753894,48.81, 23.43, 39.64, 15.14
2026-05-27T16:00:59.758275,49.28, 23.43, 39.64, 15.14
