timestamp,temp_abs_0,temp_rel_0,temp_abs_1,temp_rel_1
2026-05-27T15:48:17.923916,22.74, 0.30, 22.11, 0.01
2026-05-27T15:48:18.927477,22.27, 0.30, 22.11, 0.01
2026-05-27T15:48:19.927636,22.27, 0.30, 22.11, 0.01
2026-05-27T15:48:20.930490,22.74, 0.30, 22.11, 0.01
2026-05-27T15:48:21.934252,22.27, 0.30, 22.11, 0.01
2026-05-27T15:48:22.938470,22.27, 0.30, 22.11, 0.01
2026-05-27T15:48:23.937561,22.74, 0.30, 22.11, 0.01
2026-05-27T15:48:24.941120,22.74, 0.30, 22.11, 0.01
2026-05-27T15:48:25.945863,25.11, 1.28, 24.95, 0.99
2026-05-27T15:48:26.949040,27.48, 3.24, 26.37, 2.46
2026-05-27T15:48:27.948380,29.38, 5.19, 27.79, 3.93
2026-05-27T15:48:28.952313,31.27, 7.15, 29.22, 5.39
2026-05-27T15:48:29.956138,32.69, 8.13, 30.16, 6.37
2026-05-27T15:48:30.956404,34.12, 9.59, 31.11, 7.35
2026-05-27T15:48:31.959236,35.06, 11.06, 32.06, 8.32
2026-05-27T15:48:32.962712,36.48, 12.04, 32.53, 8.81
2026-05-27T15:48:33.966810,37.43, 13.01, 33.48, 9.30
2026-05-27T15:48:34.970492,38.38, 13.99, 33.95, 9.79
2026-05-27T15:48:35.974314,39.33, 14.48, 34.90, 10.77
2026-05-27T15:48:36.974053,40.28, 15.46, 35.38, 11.26
2026-05-27T15:48:37.977482,40.75, 16.43, 35.38, 11.75
2026-05-27T15:48:38.980657,41.70, 16.92, 35.85, 12.23
2026-05-27T15:48:39.984820,42.17, 17.41, 36.32, 12.23
2026-05-27T15:48:40.983901,43.12, 17.90, 36.80, 12.72
2026-05-27T15:48:41.988494,43.59, 18.39, 37.27, 12.72
2026-05-27T15:48:42.992277,44.07, 19.37, 37.27, 13.21
2026-05-27T15:48:43.996491,44.54, 19.86, 37.27, 13.70
2026-05-27T15:48:44.998993,45.02, 19.86, 37.75, 13.70
2026-05-27T15:48:45.999268,45.49, 20.34, 38.22, 14.19
2026-05-27T15:48:47.002769,45.96, 20.83, 38.22, 14.19
2026-05-27T15:48:48.007310,45.96, 21.32, 38.22, 14.19
2026-05-27T15:48:49.009947,46.44, 21.81, 38.22, 14.19
2026-05-27T15:48:50.010331,46.91, 21.81, 38.22, 14.19
2026-05-27T15:48:51.013747,46.91, 22.30, 38.22, 14.19
2026-05-27T15:48:52.017594,47.38, 22.30, 38.69, 14.19
2026-05-27T15:48:53.021352,47.86, 22.79, 38.69, 14.19
2026-05-27T15:48:54.020441,47.86, 22.79, 38.69, 14.68
2026-05-27T15:48:55.024285,48.33, 23.28, 38.69, 14.68
2026-05-27T15:48:56.029128,48.33, 23.28, 38.69, 14.68
2026-05-27T15:48:57.031760,48.81, 23.77, 39.17, 15.17
2026-05-27T15:48:58.031812,48.81, 23.77, 39.17, 15.17
2026-05-27T15:48:59.035484,48.81, 24.25, 39.17, 15.66
2026-05-27T15:49:00.038528,49.28, 24.25, 39.64, 15.66
2026-05-27T15:49:01.043634,49.28, 24.25, 39.64, 15.66
2026-05-27T15:49:02.043181,49.75, 24.74, 39.64, 15.66
2026-05-27T15:49:03.045985,49.75, 24.74, 40.12, 16.14
2026-05-27T15:49:04.050107,50.23, 24.74, 40.12, 15.66
2026-05-27T15:49:05.053680,50.23, 25.23, 40.12, 16.14
2026-05-27T15:49:06.053198,50.23, 25.23, 40.12, 16.14
2026-05-27T15:49:07.056244,50.70, 25.23, 40.59, 16.14
2026-05-27T15:49:08.060487,50.70, 25.72, 40.59, 16.14
2026-05-27T15:49:09.063834,50.70, 25.72, 40.59, 16.63
2026-05-27T15:49:10.063652,50.70, 25.72, 40.59, 17.12
2026-05-27T15:49:11.067347,51.18, 25.72, 41.06, 16.63
2026-05-27T15:49:12.071762,51.18, 25.72, 41.06, 16.63
2026-05-27T15:49:13.074505,51.18, 26.21, 41.06, 16.63
2026-05-27T15:49:14.078762,51.18, 26.21, 41.06, 17.12
2026-05-27T15:49:15.078806,51.65, 26.21, 41.54, 17.12
2026-05-27T15:49:16.082170,51.18, 26.70, 41.54, 17.12
2026-05-27T15:49:17.086147,51.65, 26.70, 41.54, 17.61
2026-05-27T15:49:18.088851,51.65, 26.70, 41.54, 17.61
2026-05-27T15:49:19.089526,51.65, 26.70, 41.54, 17.61
2026-05-27T15:49:20.093313,51.65, 26.70, 41.54, 17.61
2026-05-27T15:49:21.096406,52.12, 26.70, 42.01, 17.61
2026-05-27T15:49:22.100437,52.12, 26.70, 42.01, 17.61
2026-05-27T15:49:23.100429,52.12, 27.19, 42.01, 17.61
2026-05-27T15:49:24.103979,52.12, 27.19, 42.01, 18.10
2026-05-27T15:49:25.108154,52.12, 27.19, 42.01, 18.10
2026-05-27T15:49:26.110767,52.60, 27.19, 42.01, 18.10
2026-05-27T15:49:27.110589,52.60, 27.68, 42.48, 18.10
2026-05-27T15:49:28.114925,52.60, 27.68, 42.48, 18.10
2026-05-27T15:49:29.118251,52.60, 27.19, 42.48, 18.10
2026-05-27T15:49:30.121679,52.60, 27.19, 42.48, 18.10
2026-05-27T15:49:31.121478,53.07, 27.68, 42.48, 18.59
2026-05-27T15:49:32.125662,53.07, 27.68, 42.96, 18.59
2026-05-27T15:49:33.128948,53.07, 27.68, 42.96, 18.59
2026-05-27T15:49:34.133124,53.07, 27.68, 42.96, 18.59
2026-05-27T15:49:35.132764,53.07, 27.68, 42.48, 18.59
2026-05-27T15:49:36.136078,53.07, 27.68, 42.96, 18.59
2026-05-27T15:49:37.140110,53.55, 28.16, 42.96, 18.59
2026-05-27T15:49:38.143952,53.07, 28.16, 42.96, 19.08
2026-05-27T15:49:39.143096,53.55, 28.16, 42.96, 18.59
2026-05-27T15:49:40.147161,53.55, 28.16, 42.96, 19.08
2026-05-27T15:49:41.150394,53.55, 28.16, 42.96, 18.59
2026-05-27T15:49:42.153936,53.55, 28.16, 43.43, 19.08
2026-05-27T15:49:43.158178,53.55, 28.16, 43.43, 18.59
2026-05-27T15:49:44.157984,53.55, 28.16, 43.43, 18.59
2026-05-27T15:49:45.161921,53.55, 28.16, 42.96, 19.08
2026-05-27T15:49:46.165175,54.02, 28.16, 42.96, 19.08
2026-05-27T15:49:47.168585,53.55, 28.65, 43.43, 19.08
2026-05-27T15:49:48.169130,54.02, 28.16, 43.43, 19.08
2026-05-27T15:49:49.172671,54.02, 28.65, 43.43, 19.08
2026-05-27T15:49:50.176321,54.02, 28.65, 43.43, 19.08
2026-05-27T15:49:51.179975,54.02, 28.65, 43.43, 19.08
2026-05-27T15:49:52.179211,54.02, 28.65, 43.43, 19.08
2026-05-27T15:49:53.183034,54.02, 28.65, 43.43, 19.08
2026-05-27T15:49:54.186481,54.02, 28.65, 43.43, 19.08
2026-05-27T15:49:55.190603,54.02, 28.65, 43.43, 19.08
2026-05-27T15:49:56.190689,54.02, 29.14, 43.43, 19.57
2026-05-27T15:49:57.193689,54.02, 29.14, 43.43, 19.57
2026-05-27T15:49:58.196912,54.49, 28.65, 43.91, 19.57
