timestamp,tempP_0,tempS_0,tempP_1,tempS_1,temp_chmbr
2026-05-22T02:11:56.724036,32.69, 17.60, 31.11, 17.51,35
2026-05-22T02:11:57.727996,32.69, 18.08, 31.58, 17.03,35
2026-05-22T02:11:58.728585,32.69, 18.57, 31.58, 17.51,35
2026-05-22T02:11:59.731053,32.22, 18.57, 31.58, 17.51,35
2026-05-22T02:12:00.734035,32.22, 18.57, 31.58, 17.51,35
2026-05-22T02:12:01.738026,32.69, 18.57, 31.58, 17.51,35
2026-05-22T02:12:02.738627,32.22, 18.57, 31.11, 18.00,35
2026-05-22T02:12:03.740065,32.22, 19.06, 31.58, 17.51,35
2026-05-22T02:12:04.744070,32.22, 19.06, 31.11, 17.51,35
2026-05-22T02:12:05.747059,32.22, 19.06, 31.58, 17.51,35
2026-05-22T02:12:06.747632,32.22, 19.06, 31.58, 17.51,35
2026-05-22T02:12:07.750071,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:08.754068,32.69, 18.08, 32.06, 17.03,35
2026-05-22T02:12:09.757077,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:10.757655,32.22, 19.06, 30.64, 18.00,35
2026-05-22T02:12:11.760118,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:12.764102,32.22, 18.57, 31.11, 18.49,35
2026-05-22T02:12:13.767101,32.22, 18.57, 31.11, 18.49,35
2026-05-22T02:12:14.767706,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:15.770134,32.22, 18.57, 31.58, 17.51,35
2026-05-22T02:12:16.773137,32.69, 18.57, 31.58, 17.51,35
2026-05-22T02:12:17.777124,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:18.777727,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:19.780109,32.69, 18.57, 31.58, 17.51,35
2026-05-22T02:12:20.783189,32.22, 18.57, 31.58, 18.00,35
2026-05-22T02:12:21.787164,32.22, 18.57, 31.11, 17.51,35
2026-05-22T02:12:22.790149,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:23.790556,32.69, 18.57, 31.58, 18.00,35
2026-05-22T02:12:24.793185,32.22, 18.57, 31.11, 18.00,35
2026-05-22T02:12:25.797142,32.69, 18.57, 32.06, 17.51,35
2026-05-22T02:12:26.800184,32.22, 19.06, 31.11, 18.49,35
2026-05-22T02:12:27.800775,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:28.803217,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:29.806209,32.22, 19.06, 31.58, 18.00,35
2026-05-22T02:12:30.810195,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:31.810801,32.22, 19.06, 31.58, 17.51,35
2026-05-22T02:12:32.813233,31.75, 19.06, 31.11, 18.00,35
2026-05-22T02:12:33.816225,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:34.820231,33.17, 18.57, 32.06, 17.03,35
2026-05-22T02:12:35.820831,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:36.823221,32.22, 18.57, 31.58, 17.51,35
2026-05-22T02:12:37.826237,32.69, 19.06, 31.58, 18.00,35
2026-05-22T02:12:38.830233,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:39.830829,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:40.832307,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:41.836253,33.17, 18.08, 32.06, 17.51,35
2026-05-22T02:12:42.839233,32.22, 19.06, 31.11, 18.00,35
2026-05-22T02:12:43.839797,32.69, 19.06, 31.11, 18.00,35
2026-05-22T02:12:44.842287,32.22, 19.06, 32.06, 18.00,35
2026-05-22T02:12:45.846239,33.17, 18.57, 32.06, 17.51,35
2026-05-22T02:12:46.849276,32.22, 19.06, 31.58, 18.49,35
2026-05-22T02:12:47.849835,32.69, 19.06, 31.58, 18.00,35
2026-05-22T02:12:48.852325,32.69, 19.06, 31.58, 18.49,35
2026-05-22T02:12:49.856791,32.69, 18.57, 31.58, 18.00,35
2026-05-22T02:12:50.859299,32.69, 19.06, 31.58, 18.00,35
2026-05-22T02:12:51.859849,32.22, 19.06, 31.11, 18.49,35
2026-05-22T02:12:52.862318,32.69, 19.06, 31.11, 18.00,35
2026-05-22T02:12:53.865358,32.69, 19.06, 31.58, 18.49,35
2026-05-22T02:12:54.869316,32.22, 19.55, 31.11, 18.00,35
2026-05-22T02:12:55.872819,32.22, 19.06, 31.11, 18.49,35
2026-05-22T02:12:56.873462,32.69, 19.06, 31.58, 18.00,35
2026-05-22T02:12:57.875360,32.22, 19.06, 31.58, 18.00,35
2026-05-22T02:12:58.879346,32.69, 19.06, 32.06, 18.00,35
2026-05-22T02:12:59.882302,32.22, 19.06, 31.58, 18.00,35
2026-05-22T02:13:00.882859,32.69, 19.06, 31.58, 18.00,35
2026-05-22T02:13:01.885388,32.69, 19.06, 32.06, 18.00,35
2026-05-22T02:13:02.889381,32.22, 19.06, 31.58, 18.00,35
2026-05-22T02:13:03.892356,32.69, 19.06, 32.06, 18.00,35
2026-05-22T02:13:04.892922,32.69, 19.06, 31.58, 18.00,35
2026-05-22T02:13:05.895427,32.22, 19.55, 31.58, 18.49,35
2026-05-22T02:13:06.898435,32.22, 19.55, 31.58, 18.49,35
2026-05-22T02:13:07.902382,33.17, 19.06, 32.06, 17.51,35
2026-05-22T02:13:08.902997,32.22, 19.06, 31.58, 18.00,35
2026-05-22T02:13:09.905441,32.22, 19.55, 31.11, 18.49,35
2026-05-22T02:13:10.908451,32.69, 19.06, 31.58, 18.00,35
2026-05-22T02:13:11.912437,32.69, 19.55, 31.58, 18.49,35
2026-05-22T02:13:12.913012,32.69, 19.06, 31.58, 18.00,35
2026-05-22T02:13:13.915454,32.69, 19.06, 32.06, 17.51,35
2026-05-22T02:13:14.918464,32.69, 18.57, 32.06, 18.00,35
2026-05-22T02:13:15.922440,32.69, 18.57, 31.58, 18.00,35
2026-05-22T02:13:16.923024,32.69, 19.06, 31.58, 18.98,35
2026-05-22T02:13:17.925469,32.69, 19.06, 31.58, 18.98,35
2026-05-22T02:13:18.928453,33.17, 18.57, 32.06, 18.00,35
2026-05-22T02:13:19.931481,32.22, 19.06, 31.58, 18.00,35
2026-05-22T02:13:20.932028,32.69, 19.55, 31.58, 18.49,35
