timestamp,temp_abs_0,temp_rel_0,temp_abs_1,temp_rel_1
2026-05-27T16:44:10.995542,25.11, 0.15, 24.00, -0.11
2026-05-27T16:44:11.998676,24.64, 0.15, 24.00, -0.11
2026-05-27T16:44:12.998793,25.11, 0.15, 24.00, 0.38
2026-05-27T16:44:14.003306,25.11, 0.15, 24.00, 0.38
2026-05-27T16:44:15.006707,25.11, 0.15, 24.00, -0.11
2026-05-27T16:44:16.009683,25.58, 0.15, 24.00, -0.11
2026-05-27T16:44:17.009486,27.01, 1.61, 24.48, 0.38
2026-05-27T16:44:18.013616,27.95, 2.10, 24.00, 0.38
2026-05-27T16:44:19.017438,28.90, 3.08, 24.48, -0.11
2026-05-27T16:44:20.017225,29.38, 3.57, 24.48, 0.38
2026-05-27T16:44:21.020484,30.32, 4.06, 24.48, -0.11
2026-05-27T16:44:22.024432,30.80, 5.03, 24.00, 0.38
2026-05-27T16:44:23.028095,31.27, 5.52, 24.48, 0.38
2026-05-27T16:44:24.028343,31.75, 6.01, 24.00, -0.11
2026-05-27T16:44:25.031608,32.69, 6.50, 24.00, 0.38
2026-05-27T16:44:26.035784,32.69, 6.99, 24.00, -0.59
2026-05-27T16:44:27.037990,33.17, 7.48, 24.48, -0.11
2026-05-27T16:44:28.038043,34.12, 7.48, 24.48, -0.11
2026-05-27T16:44:29.042254,34.12, 8.46, 24.00, -0.11
2026-05-27T16:44:30.045450,34.59, 8.46, 24.00, -0.11
2026-05-27T16:44:31.049432,35.06, 8.94, 24.48, -0.11
2026-05-27T16:44:32.049821,35.06, 8.94, 24.00, -0.11
2026-05-27T16:44:33.052515,35.54, 9.43, 24.00, -0.11
2026-05-27T16:44:34.056119,36.01, 9.43, 24.00, -0.11
2026-05-27T16:44:35.055825,36.01, 9.92, 24.00, 0.38
2026-05-27T16:44:36.060826,36.01, 9.92, 24.48, 0.38
2026-05-27T16:44:37.064430,36.48, 10.41, 24.00, -0.11
2026-05-27T16:44:38.068237,36.48, 10.90, 24.00, -0.11
2026-05-27T16:44:39.071382,36.96, 10.41, 24.00, -0.59
2026-05-27T16:44:40.071253,36.96, 10.90, 24.00, -0.11
2026-05-27T16:44:41.074772,37.43, 10.90, 24.00, -0.11
2026-05-27T16:44:42.078452,37.43, 11.39, 24.00, -0.11
2026-05-27T16:44:43.082780,37.43, 11.39, 24.00, -0.11
2026-05-27T16:44:44.082377,37.43, 11.39, 24.00, -0.11
2026-05-27T16:44:45.085076,37.91, 11.88, 24.00, -0.11
2026-05-27T16:44:46.089004,37.91, 11.88, 24.00, -0.11
2026-05-27T16:44:47.092701,38.38, 11.88, 24.00, -0.11
2026-05-27T16:44:48.092248,38.38, 11.88, 24.00, -0.11
2026-05-27T16:44:49.095778,38.38, 11.88, 24.00, -0.11
2026-05-27T16:44:50.100108,38.38, 12.37, 24.00, -0.11
2026-05-27T16:44:51.099102,38.38, 12.37, 24.00, -0.11
2026-05-27T16:44:52.104184,38.38, 12.37, 24.00, -0.11
2026-05-27T16:44:53.106892,38.85, 12.37, 24.00, -0.11
2026-05-27T16:44:54.111409,38.85, 12.37, 24.00, -0.59
2026-05-27T16:44:55.110626,38.85, 12.85, 24.00, -0.11
2026-05-27T16:44:56.114482,38.85, 12.85, 24.00, -0.11
2026-05-27T16:44:57.118082,38.85, 12.85, 24.00, -0.59
2026-05-27T16:44:58.120740,39.33, 12.85, 24.00, -0.11
2026-05-27T16:44:59.121087,39.33, 12.85, 24.00, -0.11
2026-05-27T16:45:00.124665,39.33, 12.85, 24.00, -0.11
2026-05-27T16:45:01.129253,39.33, 12.85, 24.00, -0.11
2026-05-27T16:45:02.132453,39.33, 13.34, 24.00, -0.11
2026-05-27T16:45:03.132753,39.33, 13.34, 23.53, -0.11
2026-05-27T16:45:04.135438,39.33, 13.34, 24.00, -0.11
2026-05-27T16:45:05.140275,39.80, 13.34, 24.00, -0.11
2026-05-27T16:45:06.142908,39.33, 13.34, 24.00, -0.11
2026-05-27T16:45:07.142890,39.33, 13.34, 24.00, -0.11
2026-05-27T16:45:08.146577,39.33, 13.34, 24.00, -0.11
2026-05-27T16:45:09.150163,39.33, 13.34, 24.00, -0.59
2026-05-27T16:45:10.149621,39.80, 13.34, 24.00, -0.11
2026-05-27T16:45:11.153533,39.80, 13.34, 24.00, -0.59
2026-05-27T16:45:12.157640,39.80, 13.83, 24.00, -0.11
2026-05-27T16:45:13.160614,39.80, 13.83, 23.53, -0.11
2026-05-27T16:45:14.160032,39.80, 13.34, 24.00, -0.11
2026-05-27T16:45:15.164760,39.80, 13.83, 24.00, -0.11
2026-05-27T16:45:16.167161,40.28, 13.34, 24.00, -0.11
2026-05-27T16:45:17.171578,39.80, 13.83, 23.53, -0.59
2026-05-27T16:45:18.171268,40.28, 13.83, 24.00, -0.11
2026-05-27T16:45:19.175916,39.80, 13.83, 24.00, -0.11
2026-05-27T16:45:20.179469,39.80, 13.83, 24.00, -0.11
2026-05-27T16:45:21.183238,40.28, 13.83, 23.53, -0.11
2026-05-27T16:45:22.181763,40.28, 13.83, 24.00, -0.59
2026-05-27T16:45:23.186084,40.28, 13.83, 24.00, -0.11
2026-05-27T16:45:24.190157,40.28, 13.83, 24.00, -0.11
2026-05-27T16:45:25.193963,39.80, 13.83, 23.53, -0.11
2026-05-27T16:45:26.192960,40.28, 13.83, 24.00, -0.11
2026-05-27T16:45:27.196861,40.28, 13.83, 24.00, -0.11
2026-05-27T16:45:28.200379,40.28, 13.83, 23.53, -0.11
2026-05-27T16:45:29.200558,40.28, 13.83, 23.53, -0.11
2026-05-27T16:45:30.203899,40.28, 13.83, 23.53, -0.11
2026-05-27T16:45:31.207733,40.75, 13.83, 24.00, -0.59
2026-05-27T16:45:32.211916,40.28, 13.83, 23.53, -0.11
2026-05-27T16:45:33.211591,40.28, 14.32, 23.53, -0.11
2026-05-27T16:45:34.214992,40.28, 14.32, 24.00, -0.11
2026-05-27T16:45:35.218145,40.28, 14.32, 24.00, -0.11
2026-05-27T16:45:36.222686,40.28, 14.32, 23.53, -0.11
2026-05-27T16:45:37.221777,40.28, 14.32, 23.53, -0.11
2026-05-27T16:45:38.225948,40.75, 14.32, 23.53, -0.59
2026-05-27T16:45:39.229785,40.28, 14.32, 23.53, -0.11
2026-05-27T16:45:40.232656,40.28, 14.32, 23.53, -0.11
2026-05-27T16:45:41.233154,40.75, 14.32, 24.00, -0.59
2026-05-27T16:45:42.236912,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:43.240356,40.28, 14.32, 23.53, -0.11
2026-05-27T16:45:44.243690,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:45.243564,40.28, 14.32, 23.53, -0.11
2026-05-27T16:45:46.246923,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:47.250695,40.75, 14.32, 23.53, -0.59
2026-05-27T16:45:48.255108,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:49.254126,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:50.258018,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:51.262178,40.75, 14.81, 23.53, -0.11
2026-05-27T16:45:52.261846,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:53.265111,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:54.268534,40.75, 14.32, 23.53, -0.59
2026-05-27T16:45:55.272506,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:56.272611,40.75, 14.32, 23.53, -0.11
2026-05-27T16:45:57.276564,40.75, 14.81, 23.53, -0.11
2026-05-27T16:45:58.279299,40.75, 14.81, 23.53, -0.11
2026-05-27T16:45:59.283474,40.75, 14.81, 23.53, -0.11
2026-05-27T16:46:00.282915,40.75, 14.32, 23.53, -0.11
2026-05-27T16:46:01.286200,40.75, 14.81, 23.53, -0.11
2026-05-27T16:46:02.290961,40.75, 14.81, 23.53, -0.11
2026-05-27T16:46:03.294801,40.75, 14.81, 23.53, -0.11
2026-05-27T16:46:04.294207,40.75, 14.81, 23.53, -0.59
2026-05-27T16:46:05.297935,40.75, 14.81, 23.53, -0.11
2026-05-27T16:46:06.301684,40.75, 14.32, 23.53, -0.59
2026-05-27T16:46:07.305360,40.75, 14.81, 23.53, -0.11
2026-05-27T16:46:08.304480,40.75, 14.81, 23.53, -0.11
2026-05-27T16:46:09.308276,40.75, 14.81, 23.53, -0.11
2026-05-27T16:46:10.314866,40.75, 14.81, 23.53, -0.59
2026-05-27T16:46:11.315274,40.75, 14.81, 23.53, -0.59
2026-05-27T16:46:12.315895,40.75, 14.81, 23.53, -0.59
