timestamp,temp_abs_0,temp_rel_0,temp_abs_1,temp_rel_1
2026-05-27T15:30:21.136649,22.27, 0.26, 22.11, -0.03
2026-05-27T15:30:22.136118,22.27, 0.26, 21.63, -0.03
2026-05-27T15:30:23.140106,22.27, 0.26, 22.11, -0.03
2026-05-27T15:30:24.143035,22.27, -0.23, 22.11, -0.03
2026-05-27T15:30:25.143698,22.27, 0.26, 22.11, -0.03
2026-05-27T15:30:26.147024,22.27, 0.26, 21.63, -0.03
2026-05-27T15:30:27.150123,22.27, 0.26, 22.11, -0.03
2026-05-27T15:30:28.154091,22.27, 0.26, 22.11, -0.03
2026-05-27T15:30:29.154397,22.27, 0.26, 21.63, -0.03
2026-05-27T15:30:30.158003,23.22, 0.26, 22.58, -0.03
2026-05-27T15:30:31.160561,25.58, 2.70, 22.58, -0.03
2026-05-27T15:30:32.160554,27.48, 4.17, 22.58, -0.03
2026-05-27T15:30:33.165054,29.38, 6.12, 22.58, -0.03
2026-05-27T15:30:34.169162,31.27, 7.59, 22.58, -0.03
2026-05-27T15:30:35.172140,32.69, 9.06, 22.58, -0.03
2026-05-27T15:30:36.175797,33.64, 10.52, 22.58, -0.03
2026-05-27T15:30:37.175433,35.06, 11.99, 22.58, -0.03
2026-05-27T15:30:38.178651,36.01, 12.48, 22.58, -0.03
2026-05-27T15:30:39.182325,37.91, 13.46, 22.58, -0.03
2026-05-27T15:30:40.186109,38.38, 14.43, 22.58, -0.03
2026-05-27T15:30:41.186399,39.33, 15.41, 22.58, -0.03
2026-05-27T15:30:42.190347,39.80, 15.90, 22.58, -0.03
2026-05-27T15:30:43.194042,40.28, 16.39, 22.58, -0.03
2026-05-27T15:30:44.197458,41.22, 17.37, 22.58, -0.03
2026-05-27T15:30:45.196807,41.70, 17.86, 22.58, -0.03
2026-05-27T15:30:46.201064,42.65, 18.34, 22.58, -0.03
2026-05-27T15:30:47.204047,43.12, 18.83, 22.58, -0.03
2026-05-27T15:30:48.208341,43.59, 20.30, 22.58, -0.03
2026-05-27T15:30:49.208154,44.07, 19.81, 22.58, -0.03
2026-05-27T15:30:50.211624,44.54, 20.30, 22.58, -0.03
2026-05-27T15:30:51.215386,45.02, 20.79, 22.58, -0.03
2026-05-27T15:30:52.215710,45.49, 21.28, 22.58, -0.03
2026-05-27T15:30:53.218508,45.96, 21.28, 22.58, -0.03
2026-05-27T15:30:54.222338,46.44, 21.77, 22.58, -0.03
2026-05-27T15:30:55.226242,46.44, 22.25, 22.58, -0.03
2026-05-27T15:30:56.225700,46.91, 22.74, 22.58, -0.03
2026-05-27T15:30:57.229661,46.91, 23.23, 22.58, -0.03
2026-05-27T15:30:58.233708,47.38, 23.23, 22.58, -0.03
2026-05-27T15:30:59.236933,47.38, 23.72, 23.05, -0.03
2026-05-27T15:31:00.236128,47.86, 23.23, 22.58, -0.03
2026-05-27T15:31:01.240808,47.86, 23.72, 23.05, -0.03
2026-05-27T15:31:02.244214,48.33, 23.72, 22.58, -0.03
2026-05-27T15:31:03.247934,48.81, 24.21, 22.58, -0.03
2026-05-27T15:31:04.247175,48.81, 24.21, 22.58, -0.03
2026-05-27T15:31:05.251268,48.81, 24.70, 22.58, -0.03
2026-05-27T15:31:06.255014,48.81, 24.70, 22.58, -0.03
2026-05-27T15:31:07.258713,49.28, 24.70, 22.58, -0.03
2026-05-27T15:31:08.257747,49.75, 24.70, 22.58, -0.03
2026-05-27T15:31:09.262176,49.75, 25.19, 22.58, -0.03
2026-05-27T15:31:10.265636,49.75, 25.19, 22.58, -0.03
2026-05-27T15:31:11.269701,49.75, 26.16, 22.58, -0.03
2026-05-27T15:31:12.269321,50.23, 25.68, 22.58, -0.03
2026-05-27T15:31:13.272894,50.23, 26.16, 22.58, -0.03
2026-05-27T15:31:14.275706,50.23, 26.16, 22.58, -0.03
2026-05-27T15:31:15.276392,50.70, 26.16, 22.58, -0.03
2026-05-27T15:31:16.279727,50.70, 26.16, 22.58, -0.03
2026-05-27T15:31:17.283696,50.70, 26.16, 22.58, -0.03
2026-05-27T15:31:18.286921,50.70, 26.16, 22.58, -0.03
2026-05-27T15:31:19.287144,50.70, 26.65, 22.58, -0.03
2026-05-27T15:31:20.290406,50.70, 26.16, 22.58, -0.03
2026-05-27T15:31:21.295212,51.18, 26.65, 22.58, -0.03
2026-05-27T15:31:22.298309,51.18, 26.65, 22.58, -0.03
2026-05-27T15:31:23.297013,51.18, 26.65, 22.58, -0.03
2026-05-27T15:31:24.301790,51.18, 27.14, 22.58, -0.03
2026-05-27T15:31:25.304643,51.18, 27.14, 22.58, -0.03
2026-05-27T15:31:26.308663,51.18, 27.14, 22.58, -0.03
2026-05-27T15:31:27.307876,51.65, 27.14, 22.58, -0.03
2026-05-27T15:31:28.312217,51.65, 27.14, 22.58, -0.03
2026-05-27T15:31:29.316302,51.65, 27.14, 22.58, -0.03
